OrgNr,PeOrgNr,Företagsnamn,Firma,Juridisk form,Privat/Publikt,Registreringsdatum,Startdatum,Slutdatum,Bolagsstatus,Företagsstatus,Bransch_1,"Bransch_1, kod",Säteskommun,Säteslän,ARegion,PostAdress,PostNr,PostOrt,E-post,Telefon,Fskattstatus,Momsstatus,Arbetsgivarstatus,Storleksklass SME,Utskick,Reklam
0402157333,200402157333,"Svensson, Mikael",,Fysiska personer,Ej aktiebolag,2026-04-07,2026-04-07,,Normalläge,Är verksam,Datakonsultverksamhet,62201,Huddinge,Stockholm,Stockholm/Södertälje,PARADISTORGET 12  LGH 1203,141 47,HUDDINGE,,,Är registrerad för F-skatt,Är registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
0402191951,200402191951,"Larsson, Henning",,Fysiska personer,Ej aktiebolag,2026-04-07,2026-04-07,,Normalläge,Är verksam,Sport- och fritidsutbildning,85510,Söderhamn,Gävleborg,Bollnäs/Söderhamn,LASARETTSGATAN 1 B LGH 1202,826 32,SÖDERHAMN,,,Är registrerad för F-skatt,Är registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
0403098775,200403098775,"Larsson, Axel",,Fysiska personer,Ej aktiebolag,2026-04-07,2026-04-07,,Normalläge,Är verksam,Skogsförvaltning,02101,Ockelbo,Gävleborg,Gävle/Sandviken,NORRBO 25,816 94,OCKELBO,,,Är registrerad för F-skatt,Är registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
0404180176,200404180176,"Hultbom, Isak",,Fysiska personer,Ej aktiebolag,2026-04-07,2026-04-07,,Normalläge,Är verksam,Tillverkning av kontors- och butiksmöbler,31001,Stockholm,Stockholm,Stockholm/Södertälje,ÄLGPASSGATAN 12  LGH 1201,115 45,STOCKHOLM,,,Är registrerad för F-skatt,Är registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
0404260739,200404260739,"Mokvist, Max",,Fysiska personer,Ej aktiebolag,2026-04-07,2026-04-07,,Normalläge,Är verksam,Övrig stödverksamhet avseende landtransport,52219,Vingåker,Södermanland,Katrineholm,BJÖRKGATAN 4,643 33,VINGÅKER,,,Är registrerad för F-skatt,Är registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
0405160656,200405160656,"Dahlberg, Nils",,Fysiska personer,Ej aktiebolag,2026-04-07,2026-04-07,,Normalläge,Är verksam,Detaljhandel via internet eller postorder med brett sortiment,47123,Mariestad,Västra Götaland,Mariestad,BIGATAN 5  LGH 1101,542 44,MARIESTAD,,,Är registrerad för F-skatt,Är registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
0405206459,200405206459,"Gashi, Benjamin",,Fysiska personer,Ej aktiebolag,2026-04-07,2026-04-07,,Normalläge,Är verksam,Partihandel med parfym och kosmetika,46450,Malmö,Skåne,Malmö/Lund/Trelleborg,DUVHÖKSGATAN 1 A LGH 1203,215 58,MALMÖ,,,Är registrerad för F-skatt,Har aldrig varit registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
0407073972,200407073972,"Giotas, Alexander",,Fysiska personer,Ej aktiebolag,2026-04-07,2026-04-07,,Normalläge,Är verksam,Scenkonst,90200,Göteborg,Västra Götaland,Göteborg,MEJERIGATAN 14  LGH 1202,412 48,GÖTEBORG,,,Är registrerad för F-skatt,Är registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
0408203651,200408203651,"Karlsson, Isak",,Fysiska personer,Ej aktiebolag,2026-04-07,2026-04-07,,Normalläge,Är verksam,Skogsförvaltning,02101,Örnsköldsvik,Västernorrland,Örnsköldsvik,SÖRBÖLE 305,895 91,BREDBYN,,,Har aldrig varit registrerad för F-skatt,Är registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
0411103823,200411103823,"Vogt Westling, Irina",,Fysiska personer,Ej aktiebolag,2026-04-07,2026-04-07,,Normalläge,Är verksam,Scenkonst,90200,Göteborg,Västra Götaland,Göteborg,TELESKOPGATAN 2  LGH 1704,415 57,GÖTEBORG,,,Är registrerad för F-skatt,Har aldrig varit registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
0411227952,200411227952,"Berglund, Leo",,Fysiska personer,Ej aktiebolag,2026-04-07,2026-04-07,,Normalläge,Är verksam,Diverse övrig stödverksamhet till företag,82990,Strängnäs,Södermanland,Eskilstuna,ÅKERVÄGEN 6 A LGH 1103,645 40,STRÄNGNÄS,,,Är registrerad för F-skatt,Har aldrig varit registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
0412067977,200412067977,"Aryana, Attila",,Fysiska personer,Ej aktiebolag,2026-04-07,2026-04-07,,Normalläge,Är verksam,"Detaljhandel via internet eller postorder med brett sortiment, mest livsmedel, drycker och tobak",47113,Upplands Väsby,Stockholm,Stockholm/Södertälje,VERDANDIVÄGEN 33,194 62,UPPLANDS VÄSBY,,,Är registrerad för F-skatt,Är registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
0501025936,200501025936,"Roman, Rasmus",,Fysiska personer,Ej aktiebolag,2026-04-07,2026-04-07,,Normalläge,Är verksam,Cateringverksamhet vid enskilda evenemang,56210,Växjö,Kronoberg,Växjö,EMIL LINDELLS VÄG 16  LGH 0901,352 57,VÄXJÖ,,,Är registrerad för F-skatt,Har aldrig varit registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
0501225361,200501225361,"Nyborg, Ebba",,Fysiska personer,Ej aktiebolag,2026-04-07,2026-04-07,,Normalläge,Är verksam,Detaljhandel via internet eller postorder med brett sortiment,47123,Sundsvall,Västernorrland,Sundsvall,KAPARVÄGEN 4 D LGH 1102,862 33,KVISSLEBY,,,Är registrerad för F-skatt,Är registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
0501249312,200501249312,"Sjöberg, Simon",,Fysiska personer,Ej aktiebolag,2026-04-07,2026-04-07,,Normalläge,Är verksam,Utgivning av annan programvara,58290,Stockholm,Stockholm,Stockholm/Södertälje,DÖBELNSGATAN 47  LGH 1504,113 52,STOCKHOLM,,,Är registrerad för F-skatt,Är registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
0501290654,200501290654,"Wihlborg, Anton",,Fysiska personer,Ej aktiebolag,2026-04-07,2026-04-07,,Normalläge,Är verksam,Scenkonst,90200,Botkyrka,Stockholm,Stockholm/Södertälje,NORRSKENSBACKEN 19  LGH 1604,146 46,TULLINGE,,,Är registrerad för F-skatt,Har aldrig varit registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
0504071697,200504071697,"Sabbar, Zaman Allawi Sabbar",,Fysiska personer,Ej aktiebolag,2026-04-07,2026-04-07,,Normalläge,Är verksam,Dataprogrammering,62100,Sandviken,Gävleborg,Gävle/Sandviken,TALLBACKSVÄGEN 7 A LGH 1101,811 41,SANDVIKEN,,,Är registrerad för F-skatt,Har aldrig varit registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
0505161240,200505161240,"Remo, Maha",,Fysiska personer,Ej aktiebolag,2026-04-07,2026-04-07,,Normalläge,Är verksam,Skönhetsvård och andra skönhetsbehandlingar,96220,Malmö,Skåne,Malmö/Lund/Trelleborg,VIBORGSGATAN 1 C LGH 1201,213 61,MALMÖ,,,Är registrerad för F-skatt,Har aldrig varit registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
0505209551,200505209551,"Hansson, Olle",,Fysiska personer,Ej aktiebolag,2026-04-07,2026-04-07,,Normalläge,Är verksam,Mark- och grundarbeten,43120,Krokom,Jämtland,Östersund,BÄCKEBOVÄGEN 1 B,835 97,OFFERDAL,,,Är registrerad för F-skatt,Är registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
0505247551,200505247551,"Charkin, Oleksandr",,Fysiska personer,Ej aktiebolag,2026-04-07,,,Normalläge,Har aldrig varit verksam,Okänd,00000,Täby,Stockholm,Stockholm/Södertälje,MARTALLSVÄGEN 5 A,756 46,UPPSALA,,,Har aldrig varit registrerad för F-skatt,Har aldrig varit registrerad för moms,Är registrerad som privatarbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
0506010958,200506010958,"Hildingsson, Ludvig",,Fysiska personer,Ej aktiebolag,2026-04-07,2026-04-07,,Normalläge,Är verksam,Stödverksamhet avseende växtodling,01610,Skara,Västra Götaland,Lidköping/Skara,VINKÖL LYCKEBERG 2,532 94,SKARA,,,Är registrerad för F-skatt,Är registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
0506120179,200506120179,"Chamat, Oliver",,Fysiska personer,Ej aktiebolag,2026-04-07,2026-04-07,,Normalläge,Är verksam,"Produktion av film, video och tv-program",59110,Borlänge,Dalarna,Borlänge/Falun,GUNNESGATAN 1 B LGH 1202,784 45,BORLÄNGE,,,Är registrerad för F-skatt,Är registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
0506149210,200506149210,"Öst, Tim",,Fysiska personer,Ej aktiebolag,2026-04-07,2026-04-07,,Normalläge,Är verksam,Detaljhandel via internet eller postorder med brett sortiment,47123,Herrljunga,Västra Götaland,Borås,BLÅBANDSGATAN 3,524 30,HERRLJUNGA,,,Är registrerad för F-skatt,Har aldrig varit registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
0507289635,200507289635,"Karlsson, Alex",,Fysiska personer,Ej aktiebolag,2026-04-07,2026-04-07,,Normalläge,Är verksam,Skogsskötsel,02102,Västervik,Kalmar,Västervik,MARBACKEN 7,593 96,VÄSTERVIK,,,Är registrerad för F-skatt,Är registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
0508017621,200508017621,"Zymberi Azemi, Rinesa",,Fysiska personer,Ej aktiebolag,2026-04-07,2026-04-07,,Normalläge,Är verksam,Lokalvård,81210,Finspång,Östergötland,Norrköping,PILÄNGSVÄGEN 6  LGH 1101,612 43,FINSPÅNG,,,Är registrerad för F-skatt,Har aldrig varit registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
0508175379,200508175379,"Al Mosawi, Zaid",,Fysiska personer,Ej aktiebolag,2026-04-07,2026-04-07,,Normalläge,Är verksam,"Puts-, fasad- och stuckatörsarbeten",43310,Stockholm,Stockholm,Stockholm/Södertälje,SÖRBYPLAN 7  LGH 1002,163 71,SPÅNGA,,,Är registrerad för F-skatt,Har aldrig varit registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
0508233772,200508233772,"Karic, Dejan",,Fysiska personer,Ej aktiebolag,2026-04-07,2026-04-07,,Normalläge,Är verksam,Allmän service och reparation av motorfordon utom motorcyklar,95311,Göteborg,Västra Götaland,Göteborg,BRUNNSBOTORGET 5  LGH 1504,422 41,HISINGS BACKA,,,Är registrerad för F-skatt,Har aldrig varit registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
0510243116,200510243116,"Sabelfeld, Erik",,Fysiska personer,Ej aktiebolag,2026-04-07,2026-04-07,,Normalläge,Är verksam,Utgivning av annan programvara,58290,Göteborg,Västra Götaland,Göteborg,BERGKNALLEN 17,436 40,ASKIM,,,Har aldrig varit registrerad för F-skatt,Är registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
0601093156,200601093156,"Linder, Alvar",,Fysiska personer,Ej aktiebolag,2026-04-07,2026-04-07,,Normalläge,Är verksam,Fotoverksamhet,74200,Bjurholm,Västerbotten,Umeå,STENSKATAVÄGEN 21,916 92,BJURHOLM,,,Är registrerad för F-skatt,Har aldrig varit registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
0601101272,200601101272,"Dumky, Sebastian",,Fysiska personer,Ej aktiebolag,2026-04-07,2026-04-07,,Normalläge,Är verksam,Detaljhandel via internet eller postorder med brett sortiment,47123,Sundsvall,Västernorrland,Sundsvall,VÄXTHUSSTIGEN 5 B,852 40,SUNDSVALL,,,Är registrerad för F-skatt,Är registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
0602023780,200602023780,"Arfwedson, Jade",,Fysiska personer,Ej aktiebolag,2026-04-07,2026-04-07,,Normalläge,Är verksam,Frisörer och barberare,96210,Höör,Skåne,Eslöv,MAGLASÄTE 302,243 91,HÖÖR,,,Är registrerad för F-skatt,Är registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
0602272791,200602272791,"Jerbrant, Linus",,Fysiska personer,Ej aktiebolag,2026-04-07,2026-04-07,,Normalläge,Är verksam,"Datainfrastruktur, databehandling, hosting o.d.",63100,Danderyd,Stockholm,Stockholm/Södertälje,ARHOLMAVÄGEN 50,182 49,ENEBYBERG,,,Är registrerad för F-skatt,Är registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
0603080714,200603080714,"Lundholm, Emil",,Fysiska personer,Ej aktiebolag,2026-04-07,2026-04-07,,Normalläge,Är verksam,Konsultverksamhet avseende företags organisation,70200,Lund,Skåne,Malmö/Lund/Trelleborg,KUNG OSKARS VÄG 1  LGH 1102,222 19,LUND,,,Är registrerad för F-skatt,Har aldrig varit registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
0603259193,200603259193,"Chamoun, Lukas",,Fysiska personer,Ej aktiebolag,2026-04-07,,,Normalläge,Har aldrig varit verksam,Okänd,00000,Västerås,Västmanland,Västerås,BYGATAN 12  LGH 1301,724 66,VÄSTERÅS,,,Har aldrig varit registrerad för F-skatt,Har aldrig varit registrerad för moms,Är registrerad som privatarbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
0604021352,200604021352,"Akcan, Huseyin",,Fysiska personer,Ej aktiebolag,2026-04-07,2026-04-07,,Normalläge,Är verksam,Övrig reklamverksamhet,73119,Gävle,Gävleborg,Gävle/Sandviken,STORMGATAN 10,802 75,GÄVLE,,,Är registrerad för F-skatt,Är registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
0605162759,200605162759,"Carlsson, Axel",,Fysiska personer,Ej aktiebolag,2026-04-07,2026-04-07,,Normalläge,Är verksam,Detaljhandel med drycker,47250,Västerås,Västmanland,Västerås,BYALAGSGATAN 12,725 91,VÄSTERÅS,,,Är registrerad för F-skatt,Är registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
0606059699,200606059699,"Abdi, Kadir Ahmed",,Fysiska personer,Ej aktiebolag,2026-04-07,2026-04-07,,Normalläge,Är verksam,Detaljhandel via internet eller postorder med brett sortiment,47123,Skellefteå,Västerbotten,Skellefteå,STACKGATAN 8  LGH 1201,931 50,SKELLEFTEÅ,,,Är registrerad för F-skatt,Är registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
0607228376,200607228376,"Hörlind, Pontus",,Fysiska personer,Ej aktiebolag,2026-04-07,2026-04-07,,Normalläge,Är verksam,Annan fastighetsförmedling och fastighetsförvaltning på uppdrag,68320,Mölndal,Västra Götaland,Göteborg,VERKMÄSTAREGATAN 9,431 34,MÖLNDAL,,,Är registrerad för F-skatt,Är registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
0608086419,200608086419,"Sandberg, Lucas",,Fysiska personer,Ej aktiebolag,2026-04-07,2026-04-07,,Normalläge,Är verksam,Detaljhandel via internet eller postorder med brett sortiment,47123,Falun,Dalarna,Borlänge/Falun,GULDSTIGEN 20 C,791 56,FALUN,,,Är registrerad för F-skatt,Är registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
0609170691,200609170691,"Wejle Jennins, Marcus",,Fysiska personer,Ej aktiebolag,2026-04-07,2026-04-07,,Normalläge,Är verksam,Skötsel och underhåll av grönytor,81300,Danderyd,Stockholm,Stockholm/Södertälje,UGGLESTIGEN 143,182 70,STOCKSUND,,,Är registrerad för F-skatt,Är registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
0609263207,200609263207,"Larsson, Nellie",,Fysiska personer,Ej aktiebolag,2026-04-07,2026-04-07,,Normalläge,Är verksam,Frisörer och barberare,96210,Åmål,Västra Götaland,Säffle/Åmål,HJELTEGATAN 15 A LGH 1201,662 30,ÅMÅL,,,Är registrerad för F-skatt,Är registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
0611198417,200611198417,"Svan, Fabian",,Fysiska personer,Ej aktiebolag,2026-04-07,2026-04-07,,Normalläge,Är verksam,Stödverksamhet avseende växtodling,01610,Gotland,Gotland,Visby,VÄSKINDE SKÄGGS 970,622 75,VISBY,,,Är registrerad för F-skatt,Har aldrig varit registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
0611234733,200611234733,"Widfeldt, Melvin",,Fysiska personer,Ej aktiebolag,2026-04-07,2026-04-07,,Normalläge,Är verksam,Reklambyråverksamhet,73111,Stockholm,Stockholm,Stockholm/Södertälje,FORMANSGRÄND 23,165 52,HÄSSELBY,,,Är registrerad för F-skatt,Är registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
0612256552,200612256552,"Westberg, Charlie",,Fysiska personer,Ej aktiebolag,2026-04-07,2026-04-07,,Normalläge,Är verksam,"Annan förlagsverksamhet, utom utgivning av programvara",58190,Eskilstuna,Södermanland,Eskilstuna,NYGÅRDSGATAN 4,633 58,ESKILSTUNA,,,Är registrerad för F-skatt,Är registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
0701053050,200701053050,"Petersson Cederlund, Hugo",,Fysiska personer,Ej aktiebolag,2026-04-07,2026-04-07,,Normalläge,Är verksam,Webbportaler,63910,Kristianstad,Skåne,Kristianstad,BOKVÄGEN 16 B LGH 1202,290 31,KRISTIANSTAD,,,Är registrerad för F-skatt,Är registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
0701241796,200701241796,"Tobiasson, Max",,Fysiska personer,Ej aktiebolag,2026-04-07,2026-04-07,,Normalläge,Är verksam,Reklambyråverksamhet,73111,Nacka,Stockholm,Stockholm/Södertälje,TALLIDSVÄGEN 12 A LGH 1201,131 37,NACKA,,,Är registrerad för F-skatt,Har aldrig varit registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
0701301483,200701301483,"Johansson, Ebba",,Fysiska personer,Ej aktiebolag,2026-04-07,2026-04-07,,Normalläge,Är verksam,Frisörer och barberare,96210,Skurup,Skåne,Ystad/Simrishamn,ZIMMERMANSGATAN 3,274 31,SKURUP,,,Är registrerad för F-skatt,Har aldrig varit registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
